good_rewards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adversary_rewards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rewards,-156.719405995868,-137.952979771523,-118.072637693411,-109.723651548326,-104.720704714872,-104.043762403782,-102.209576026706,-98.422417620481,-98.4817957998876,-98.7951651699741,-95.5338749592614,-95.0835857250297,-93.1806725373154,-93.8655402118612,-91.2991176670785,-90.1606220857213,-93.0738504710339,-89.7767010136851,-91.5754784182466,-89.7815698110206,-88.4406130910399,-88.2282697340789,-88.8623959998183,-86.8519522223909,-87.0907425497955,-86.5379182103123,-87.3210123986248,-86.2929156314689,-86.6626960348318,-85.9334589014189,-84.8065226469291,-84.5608785497381,-84.2781082192484,-83.5230931828157,-85.1424873823232,-85.3025583771577,-84.5254395391492,-84.3957839387283,-83.8933784628445,-83.8127000364688,-84.7779494337117,-84.6976750228113,-83.6998234872423,-84.0975915682506,-83.6340238148228,-83.1077681352754,-83.3339237449342,-83.8146095065569,-84.4589929225151,-83.3088093263807,-83.813480221008,-83.4872600403036,-83.6963045115719,-83.5169960826536,-83.2387234575015,-82.6842701248448,-82.9272131193001,-82.6278843408482,-82.9391038777074,-82.8006595691829,
steps,25000,50000,75000,100000,125000,150000,175000,200000,225000,250000,275000,300000,325000,350000,375000,400000,425000,450000,475000,500000,525000,550000,575000,600000,625000,650000,675000,700000,725000,750000,775000,800000,825000,850000,875000,900000,925000,950000,975000,1000000,1025000,1050000,1075000,1100000,1125000,1150000,1175000,1200000,1225000,1250000,1275000,1300000,1325000,1350000,1375000,1400000,1425000,1450000,1475000,1500000,
q_loss,0.21251259247462,0.242664975424608,0.25126884629329,0.25397718201081,0.184040666868289,0.284355004628499,0.225332868595918,0.254301376640797,0.219522568086783,0.194257418314616,0.21301277851065,0.233906694998344,0.183289002627134,0.294391637047132,0.182085355122884,0.212162358065446,0.190980388472478,0.179041775564353,0.197545272608598,0.191520260026058,0.184419371187687,0.169572405517101,0.217182416468859,0.196522974719604,0.205795476833979,0.202272415161133,0.200262664506833,0.189827820907036,0.157968636602163,0.161100770036379,0.17452492689093,0.196542393416166,0.225136288752158,0.157787702977657,0.187784296770891,0.158381660779317,0.159119203686714,0.172612794985374,0.191145590196053,0.184453989068667,0.17472667992115,0.167949796964725,0.157795811692874,0.157203627129396,0.185752852509419,0.172333618005117,0.142997026443481,0.170049875974655,0.152465227991343,0.161757466693719,0.15540886670351,0.158737381299337,0.157194972038269,0.175699215382338,0.156262554228306,0.159691904981931,0.15471284960707,0.191683383037647,0.14809650555253,0.153644541899363,
gcn_q_loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p_loss,20.9991760253906,20.0969638824463,15.8104085922241,13.4245233535767,11.2528038024902,9.13834762573242,8.91587066650391,8.46893882751465,8.80808639526367,8.97605609893799,8.10402011871338,7.96155691146851,7.53167152404785,7.52480459213257,7.08419466018677,7.4366250038147,7.03981876373291,6.7959566116333,7.08209943771362,7.01596117019653,6.90009450912476,6.74597549438477,6.78841733932495,6.23471117019653,6.0168604850769,6.23079299926758,6.38186168670654,6.39240312576294,6.6276535987854,5.99813222885132,5.94397687911987,6.00060510635376,5.70164632797241,6.02934694290161,5.79041290283203,5.95686626434326,6.14959096908569,5.71249294281006,5.79418087005615,5.81306028366089,5.27746772766113,5.51156997680664,5.15895175933838,5.11702966690064,5.23041248321533,5.1230673789978,5.07749032974243,5.3564624786377,5.11967277526856,5.07294178009033,5.14147329330444,5.19963359832764,5.17464399337769,5.04373359680176,5.23171901702881,5.09536123275757,5.11005544662476,5.19199895858765,5.01112508773804,5.10038900375366,
final,-156.719405995868,-147.336192883696,-137.581674486934,-130.617168752282,-125.4378759448,-121.87219035463,-119.063245450641,-116.483141971871,-114.482992397206,-112.914209674483,-106.795656570822,-102.508717166173,-100.019520650564,-98.433709516917,-97.0915508121377,-95.7032367803316,-94.7896642247644,-93.9250925640848,-93.2344608259207,-92.3331012900254,-91.6237751032032,-90.9382435041082,-90.5064158503584,-89.8050570514114,-89.3842195396831,-89.0219491521422,-88.4466653449013,-88.0982868066797,-87.6070085683382,-87.222197477378,-86.858788432967,-86.4920493145329,-86.0336205364759,-85.7007346325184,-85.5059091157711,-85.3823731324557,-85.1028158465081,-84.913102677234,-84.6361709200353,-84.4240950335403,-84.4212377122186,-84.4349173595259,-84.3770888863253,-84.4345387248688,-84.2836923681187,-84.0642133439305,-83.945061764509,-83.8869443212919,-83.9435057672589,-83.8931166962501,-83.7966697749797,-83.675628276729,-83.6752763791619,-83.6172168306022,-83.5776867948701,-83.535336993827,-83.4946659312636,-83.3759934146927,-83.224004510212,-83.1731895344922,
abs,-156.719405995868,-137.952979771523,-118.072637693411,-109.723651548326,-104.720704714872,-104.043762403782,-102.209576026706,-98.422417620481,-98.422417620481,-98.422417620481,-95.5338749592614,-95.0835857250297,-93.1806725373154,-93.1806725373154,-91.2991176670785,-90.1606220857213,-90.1606220857213,-89.7767010136851,-89.7767010136851,-89.7767010136851,-88.4406130910399,-88.2282697340789,-88.2282697340789,-86.8519522223909,-86.8519522223909,-86.5379182103123,-86.5379182103123,-86.2929156314689,-86.2929156314689,-85.9334589014189,-84.8065226469291,-84.5608785497381,-84.2781082192484,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.1077681352754,-83.1077681352754,-83.1077681352754,-83.1077681352754,-83.1077681352754,-83.1077681352754,-83.1077681352754,-83.1077681352754,-83.1077681352754,-83.1077681352754,-82.6842701248448,-82.6842701248448,-82.6278843408482,-82.6278843408482,-82.6278843408482,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abs,-156.08352934931,-133.996946433236,-123.335826889026,-112.623399409211,-106.959912112187,-104.329500710366,-102.507721292851,-101.639540371443,-99.6554100135122,-97.6773939316854,-96.1058580535998,-96.1058580535998,-93.230494904373,-92.7307079489233,-92.7307079489233,-91.6534690051114,-91.5231874369531,-89.9740842833512,-89.6935173668823,-89.6935173668823,-88.9765798676877,-88.9765798676877,-88.9765798676877,-88.19788606983,-88.1712527936559,-88.0397046309114,-88.0397046309114,-88.0397046309114,-87.9034856656314,-87.0499498669804,-86.8222593326993,-86.8222593326993,-85.6911540006062,-85.6911540006062,-85.6911540006062,-85.6911540006062,-84.8846051417875,-84.8846051417875,-84.8846051417875,-84.8091593625153,-84.8091593625153,-84.8091593625153,-84.8091593625153,-84.8091593625153,-84.8091593625153,-84.5316649608293,-84.1519935394904,-84.1519935394904,-84.1519935394904,-84.1519935394904,-83.9236016779312,-83.8989878445464,-83.8989878445464,-83.6072410161028,-83.6072410161028,-83.6072410161028,-83.5366663907815,-83.4554611475002,-83.4554611475002,-83.274311837458,
abs,-156.719405995868,-137.952979771523,-118.072637693411,-109.723651548326,-104.720704714872,-104.043762403782,-102.209576026706,-98.422417620481,-98.422417620481,-98.422417620481,-95.5338749592614,-95.0835857250297,-93.1806725373154,-93.1806725373154,-91.2991176670785,-90.1606220857213,-90.1606220857213,-89.7767010136851,-89.7767010136851,-89.7767010136851,-88.4406130910399,-88.2282697340789,-88.2282697340789,-86.8519522223909,-86.8519522223909,-86.5379182103123,-86.5379182103123,-86.2929156314689,-86.2929156314689,-85.9334589014189,-84.8065226469291,-84.5608785497381,-84.2781082192484,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.5230931828157,-83.1077681352754,-83.1077681352754,-83.1077681352754,-83.1077681352754,-83.1077681352754,-83.1077681352754,-83.1077681352754,-83.1077681352754,-83.1077681352754,-83.1077681352754,-82.6842701248448,-82.6842701248448,-82.6278843408482,-82.6278843408482,-82.6278843408482,
abs,-151.744808321408,-133.764451289146,-115.961984974643,-107.186147834328,-103.751281223899,-98.7141404058079,-98.2142049114803,-96.6179475965683,-95.1289311234015,-95.1289311234015,-93.486547127464,-93.2936396763981,-91.3525920806707,-88.8373050133838,-88.8373050133838,-88.8373050133838,-88.7224371364385,-88.0426482533208,-87.7429350295963,-86.0268923922775,-85.9034734395664,-85.9034734395664,-85.9034734395664,-84.6657561658624,-84.6657561658624,-84.6657561658624,-84.6657561658624,-83.886612334882,-83.886612334882,-83.886612334882,-83.886612334882,-83.4727144010771,-83.4727144010771,-83.4727144010771,-83.4727144010771,-83.4727144010771,-83.4727144010771,-83.4727144010771,-83.4727144010771,-83.2202911140594,-83.2202911140594,-83.2202911140594,-83.2202911140594,-82.9673385554847,-82.9673385554847,-82.9673385554847,-82.7971591069434,-82.7971591069434,-82.5701507114501,-82.5701507114501,-82.1465462137591,-82.1146450795245,-82.1146450795245,-82.1146450795245,-82.1146450795245,-82.1146450795245,-82.1146450795245,-82.1146450795245,-82.1146450795245,-82.1146450795245,48
