n3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seed
abs,-170.14735106091248,-170.14735106091248,-169.88786168642721,-169.0673084213094,-169.0673084213094,-168.2942200338653,-167.78801116229064,-166.0447923806149,-164.82467191403745,-163.7935620262011,-159.54149881163383,-153.00866976738962,-143.0093659511207,-140.19565085193256,-140.19565085193256,-138.44849747174962,-136.85137602876736,-136.26713615391455,-136.0367553058182,-134.2718252601615,-134.2718252601615,-134.2718252601615,-134.2718252601615,-134.2718252601615,-133.23658623856406,-132.4176589554084,-132.4176589554084,-131.68594489584413,-131.4551019920279,-131.4551019920279,-130.56380430977185,-130.56380430977185,-129.61230444122089,-129.61230444122089,-129.61230444122089,-129.61230444122089,-129.2225197226202,-129.13359696412107,-128.9031584525408,-128.84056060364557,-128.7018739863875,-128.18457094012223,-127.92043229031354,-127.92043229031354,-127.24352619597283,-126.50447091705206,-126.50447091705206,-126.50447091705206,-126.50447091705206,-126.50447091705206,-126.50447091705206,-126.50447091705206,-126.50447091705206,-126.50447091705206,-126.50447091705206,-126.50447091705206,-126.50447091705206,-126.50447091705206,-126.27084165766922,-126.15220272427224,,33

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seed
final,-170.14735106091248,-170.16949328935158,-170.0756160883768,-169.82353917160992,-169.6746487150899,-169.44457726821912,-169.2079249673722,-168.81253339402753,-168.36943767402863,-167.91185010924588,-166.85126488431803,-165.1329683092779,-162.4451187357473,-159.5579529788096,-156.72936151421163,-153.74478925800005,-150.65112574464774,-147.6733601219777,-144.7945684611558,-141.8423947845518,-139.3503241614063,-137.56071524149303,-136.73193923775352,-136.14115145842362,-135.385492857977,-134.78240900634287,-134.4482192546829,-133.99010012887584,-133.53193479749683,-133.2807522053553,-132.87505337831462,-132.50313539184702,-131.9922052445966,-131.62562525369788,-131.27672293633785,-131.06275074751602,-130.63405486856126,-130.378820075389,-130.12362572144025,-129.83168184793016,-129.64548881559173,-129.32460583924586,-129.15541862415515,-128.91848660523664,-128.66808291833757,-128.29073630332374,-128.09917304893978,-127.8732957032843,-127.67204453842328,-127.48761400170216,-127.34234167984637,-127.19479253890299,-127.27384393852564,-127.18104097372994,-127.16085717232957,-127.20554697187875,-127.13213769227596,-127.09750527210387,-127.03552475747772,-126.9511195062615,,33

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seed
q_loss,0.006219326867721975,0.025066984817385674,0.013545904386167726,0.008144074818119407,0.029106172267347574,0.01189485906312863,0.014680842558542887,0.0158995499368757,0.026970895783354838,0.047860183753073215,0.036748575357099376,0.04498948156833649,0.05332093002895514,0.06453419104218483,0.07595395234723885,0.06837499017516772,0.06460830196738243,0.06444552230338256,0.06709292779366176,0.058824035028616585,0.06357588122288386,0.0718057615061601,0.06413556014498074,0.061472777277231216,0.06561215159793694,0.07213295064866543,0.0642224233597517,0.06626272201538086,0.07121560784677665,0.0701529240856568,0.06682115482787292,0.07030851518114407,0.06577526467541854,0.06912243242065112,0.06631753221154213,0.06534284663697083,0.0703209030131499,0.06699069092671077,0.06052945678432783,0.06339691517253716,0.07375457510352135,0.0710488110780716,0.0682107253621022,0.0741264671087265,0.07036648442347844,0.0696795495847861,0.07245965550343196,0.07715529017150402,0.06955636665225029,0.07415900814036529,0.06727754262586434,0.06650821616252263,0.06495674513280392,0.06704108230769634,0.06379479790727298,0.061197979375720024,0.05831214661399523,0.06501031791170438,0.06249232962727547,0.06397977688660224,,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seed
abs,-335.9346881295996,-331.8738507336794,-318.425061113731,-299.72917084937075,-299.72917084937075,-295.50524878642767,-295.50524878642767,-290.4375589235713,-288.1642985515641,-280.2481282374473,-274.39594295877504,-272.0815785830275,-268.9619042107926,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-267.01158988153213,-266.02994851821853,-265.03491571979106,-264.8871167140369,-264.8871167140369,-264.8871167140369,-264.8871167140369,-264.4931954745351,-264.14755543630207,-264.13395739957735,-263.4932858996698,-263.4932858996698,-263.4932858996698,-263.4932858996698,-263.4932858996698,-263.4932858996698,-263.4932858996698,-263.4932858996698,-263.4932858996698,-263.4932858996698,-262.926282775858,-262.68941469396634,-262.5031563929565,-262.5031563929565,-262.5031563929565,,33

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
